sym,date,open,high,low,close,volume
JPM,2023.03.06,133.6,134.16,132.87,133.02,9261300
JPM,2023.03.07,132.27,132.55,128.36,129.11,11747600
JPM,2023.03.08,128.53,129.08,127.5,128.35,10002500
JPM,2023.03.09,127.38,127.93,120.36,121.4,25888100
JPM,2023.03.10,120.11,125.98,119.05,124.48,37599700
JPM,2023.03.13,122.21,124.7,120.53,122.25,42901100
JPM,2023.03.14,126.0,126.23,122.28,125.39,29648100
JPM,2023.03.15,122.0,122.0,118.04,119.46,34280600
JPM,2023.03.16,119.23,122.9,117.38,121.78,24558500
JPM,2023.03.17,119.57,119.67,116.84,117.18,38396000
JPM,2023.03.20,118.28,120.59,117.37,118.42,22875500
JPM,2023.03.21,121.63,122.69,121.26,121.59,17807800
JPM,2023.03.22,121.6,121.7,118.36,118.46,17250200
JPM,2023.03.23,119.13,120.64,117.38,118.14,16677600
JPM,2023.03.24,117.01,117.06,114.67,116.34,22311100
JPM,2023.03.27,118.09,120.51,117.63,119.68,18853900
JPM,2023.03.28,119.88,120.47,118.98,120.04,10820500
JPM,2023.03.29,121.18,121.29,119.01,120.28,14595300
JPM,2023.03.30,121.04,121.19,118.89,119.92,12134700
JPM,2023.03.31,120.77,121.4,120.01,121.37,13105200
JPM,2023.04.03,121.0,122.42,120.53,121.23,11775400
JPM,2023.04.04,121.55,121.63,118.67,119.61,11579900
JPM,2023.04.05,119.03,120.3,118.71,119.79,9614700
JPM,2023.04.06,119.22,120.23,119.09,119.66,8760200
JPM,2023.04.10,118.79,120.37,118.48,120.05,9477300
JPM,2023.04.11,120.44,121.04,119.72,120.64,10516300
JPM,2023.04.12,121.26,122.44,120.21,120.62,11821000
JPM,2023.04.13,120.59,121.13,119.06,121.08,12450200
JPM,2023.04.14,126.87,130.59,126.63,130.23,43931300
JPM,2023.04.17,131.37,131.48,129.22,131.26,16050500
JPM,2023.04.18,131.67,133.09,130.51,132.73,13760100
JPM,2023.04.19,132.57,132.83,131.8,132.57,9158100
JPM,2023.04.20,131.34,132.76,131.27,132.18,10586200
JPM,2023.04.21,131.18,132.46,130.27,131.93,11842500
JPM,2023.04.24,131.85,132.45,131.46,132.11,7567500
JPM,2023.04.25,131.04,131.38,129.2,129.23,10629300
JPM,2023.04.26,129.19,129.36,125.79,126.94,14416100
JPM,2023.04.27,127.67,129.46,127.35,128.65,9041100
JPM,2023.04.28,128.19,129.84,127.36,129.77,9887300
JPM,2023.05.01,133.54,134.58,132.2,132.55,20415800
JPM,2023.05.02,132.73,133.68,129.95,130.41,14113400
JPM,2023.05.03,129.96,130.17,127.44,127.65,12930900
JPM,2023.05.04,126.69,127.4,123.73,125.9,17089200
JPM,2023.05.05,128.08,129.43,127.58,128.36,11261400
JPM,2023.05.08,129.06,129.51,128.12,128.67,7484900
JPM,2023.05.09,127.6,128.56,126.92,128.05,7343600
JPM,2023.05.10,129.5,129.6,126.6,128.12,8133400
JPM,2023.05.11,126.73,128.43,126.63,127.71,7057300
JPM,2023.05.12,128.44,128.59,124.97,125.88,9988600
JPM,2023.05.15,126.04,127.36,125.75,126.94,7639500
JPM,2023.05.16,127.16,127.61,125.75,126.09,6477200
JPM,2023.05.17,127.57,130.1,127.16,129.97,12711500
JPM,2023.05.18,129.8,131.17,129.32,130.95,10999600
JPM,2023.05.19,131.22,131.88,129.66,130.65,13492200
JPM,2023.05.22,132.36,132.96,129.22,129.57,11402500
JPM,2023.05.23,129.11,130.51,128.1,128.22,9514900
JPM,2023.05.24,127.1,127.99,126.8,127.05,8578000
