sym,date,open,high,low,close,volume
TSLA,2023.03.06,198.54,198.6,192.3,193.81,128100100
TSLA,2023.03.07,191.38,194.2,186.1,187.71,148125800
TSLA,2023.03.08,185.04,186.5,180.0,182.0,151897800
TSLA,2023.03.09,180.25,185.18,172.51,172.92,170023800
TSLA,2023.03.10,175.13,178.29,168.44,173.44,191488900
TSLA,2023.03.13,167.46,177.35,163.91,174.48,167790300
TSLA,2023.03.14,177.31,183.8,177.14,183.26,143717900
TSLA,2023.03.15,180.8,182.34,176.03,180.45,145995600
TSLA,2023.03.16,180.37,185.81,178.84,184.13,121136800
TSLA,2023.03.17,184.52,186.22,177.33,180.13,133197100
TSLA,2023.03.20,178.08,186.44,176.35,183.25,129684400
TSLA,2023.03.21,188.28,198.0,188.04,197.58,153391400
TSLA,2023.03.22,199.3,200.66,190.95,191.15,150376400
TSLA,2023.03.23,195.26,199.31,188.65,192.22,144193900
TSLA,2023.03.24,191.65,192.36,187.15,190.41,116312400
TSLA,2023.03.27,194.42,197.39,189.94,191.81,120851600
TSLA,2023.03.28,192.0,192.35,185.43,189.19,98654600
TSLA,2023.03.29,193.13,195.29,189.44,193.88,123660000
TSLA,2023.03.30,195.58,197.33,194.42,195.28,110252200
TSLA,2023.03.31,197.53,207.79,197.2,207.46,170222100
TSLA,2023.04.03,199.91,202.69,192.2,194.77,169545900
TSLA,2023.04.04,197.32,198.74,190.32,192.58,126463800
TSLA,2023.04.05,190.52,190.68,183.76,185.52,133882500
TSLA,2023.04.06,183.08,186.39,179.74,185.06,123857900
TSLA,2023.04.10,179.94,185.1,176.11,184.51,142154600
TSLA,2023.04.11,186.69,189.19,185.65,186.79,115770900
TSLA,2023.04.12,190.74,191.58,180.31,180.54,150256300
TSLA,2023.04.13,182.96,186.5,180.94,185.9,112933000
TSLA,2023.04.14,183.95,186.28,182.01,185.0,96438700
TSLA,2023.04.17,186.32,189.69,182.69,187.04,116662200
TSLA,2023.04.18,187.15,187.69,183.58,184.31,92067000
TSLA,2023.04.19,179.1,183.5,177.65,180.59,125732700
TSLA,2023.04.20,166.17,169.7,160.56,162.99,210970800
TSLA,2023.04.21,164.8,166.0,161.32,165.08,123539000
TSLA,2023.04.24,164.65,165.65,158.61,162.55,140006600
TSLA,2023.04.25,159.82,163.47,158.75,160.67,121999300
TSLA,2023.04.26,160.29,160.67,153.14,153.75,153364100
TSLA,2023.04.27,152.64,160.48,152.37,160.19,127015200
TSLA,2023.04.28,160.9,165.0,157.32,164.31,122515800
TSLA,2023.05.01,163.17,163.28,158.83,161.83,109015000
TSLA,2023.05.02,161.88,165.49,158.93,160.31,128259700
TSLA,2023.05.03,160.01,165.0,159.91,160.61,119728000
TSLA,2023.05.04,162.71,162.95,159.65,161.2,95108500
TSLA,2023.05.05,163.97,170.79,163.51,170.06,107607300
TSLA,2023.05.08,173.72,173.8,169.19,171.79,112249400
TSLA,2023.05.09,168.95,169.82,166.56,169.15,88965000
TSLA,2023.05.10,172.55,174.43,166.68,168.54,119840700
TSLA,2023.05.11,168.7,173.57,166.79,172.08,103889900
TSLA,2023.05.12,176.07,177.38,167.23,167.98,157849600
TSLA,2023.05.15,167.66,169.76,164.55,166.35,105592500
TSLA,2023.05.16,165.65,169.52,164.35,166.52,98288800
TSLA,2023.05.17,168.41,174.5,167.19,173.86,125473600
TSLA,2023.05.18,174.22,177.06,172.45,176.89,109520300
TSLA,2023.05.19,177.17,181.95,176.31,180.14,136196700
TSLA,2023.05.22,180.7,189.32,180.11,188.87,132001400
TSLA,2023.05.23,186.2,192.96,185.26,185.77,156952100
TSLA,2023.05.24,182.23,184.22,178.22,182.9,137605100
TSLA,2023.05.25,186.54,186.78,180.58,184.47,96870700
TSLA,2023.05.26,184.62,198.6,184.53,193.17,162061500
TSLA,2023.05.30,200.1,204.48,197.53,201.16,128818700
TSLA,2023.05.31,199.78,203.95,195.12,203.93,150711700
TSLA,2023.06.01,202.59,209.8,199.37,207.52,148029900
TSLA,2023.06.02,210.15,217.25,209.75,213.97,164398400
TSLA,2023.06.05,217.8,221.29,214.52,217.61,151143100
TSLA,2023.06.06,216.14,221.91,212.53,221.31,146911600
TSLA,2023.06.07,228.0,230.83,223.2,224.57,185710800
TSLA,2023.06.08,224.22,235.23,223.01,234.86,164489700
TSLA,2023.06.09,249.07,252.42,242.02,244.4,200242400
TSLA,2023.06.12,247.94,250.97,244.59,249.83,150337900
TSLA,2023.06.13,253.51,259.68,251.34,258.71,162384300
TSLA,2023.06.14,260.17,261.57,250.5,256.79,170575500
